(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(29, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(30, 63)
(30, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(31, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(32, 63)
(33, 63)
(33, 63)
(33, 63)
(33, 63)
(33, 63)
(33, 63)
(33, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(34, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(35, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(36, 63)
(37, 63)
(37, 63)
(37, 63)
(37, 63)
(37, 63)
(37, 63)
(37, 63)
(37, 63)
(38, 63)
(38, 63)
(38, 63)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(38, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(39, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(40, 62)
(41, 62)
(41, 62)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(41, 61)
(42, 61)
(42, 61)
(42, 61)
(42, 61)
(42, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(43, 61)
(44, 61)
(44, 61)
(44, 61)
(44, 61)
(44, 61)
(44, 61)
(44, 61)
(44, 61)
(44, 61)
(44, 60)
(44, 60)
(44, 60)
(44, 60)
(44, 60)
(44, 60)
(44, 60)
(44, 60)
(44, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(45, 60)
(46, 60)
